Operating Airline,GEO Summary,GEO Region,Activity Type Code,Passenger Count,Year,Month
Frontier Airlines,Domestic,US,Deplaned,15523,2010,12
Frontier Airlines,Domestic,US,Enplaned,15401,2010,12
Hawaiian Airlines,Domestic,US,Deplaned,8266,2010,12
Hawaiian Airlines,Domestic,US,Enplaned,8894,2010,12
Horizon Air,Domestic,US,Deplaned,6911,2010,12
Horizon Air,Domestic,US,Enplaned,7118,2010,12
Japan Airlines,International,Asia,Deplaned,5198,2010,12
Japan Airlines,International,Asia,Enplaned,6008,2010,12
JetBlue Airways,Domestic,US,Deplaned,29955,2010,12
JetBlue Airways,Domestic,US,Enplaned,31727,2010,12
KLM Royal Dutch Airlines,International,Europe,Deplaned,7497,2010,12
KLM Royal Dutch Airlines,International,Europe,Enplaned,6985,2010,12
Korean Air Lines,International,Asia,Deplaned,3886,2010,12
Korean Air Lines,International,Asia,Enplaned,4191,2010,12
LAN Peru,International,South America,Deplaned,2949,2010,12
LAN Peru,International,South America,Enplaned,3285,2010,12
Lufthansa German Airlines,International,Europe,Deplaned,16312,2010,12
Lufthansa German Airlines,International,Europe,Enplaned,16410,2010,12
Mesa Airlines,Domestic,US,Deplaned,4767,2010,12
Mesa Airlines,Domestic,US,Enplaned,5021,2010,12
Philippine Airlines,International,Asia,Deplaned,8896,2010,12
Philippine Airlines,International,Asia,Enplaned,11938,2010,12
Qantas Airways,International,Australia / Oceania,Deplaned,5459,2010,12
Qantas Airways,International,Australia / Oceania,Enplaned,4384,2010,12
Singapore Airlines,International,Asia,Deplaned,14311,2010,12
Singapore Airlines,International,Asia,Enplaned,13775,2010,12
SkyWest Airlines,Domestic,US,Deplaned,9783,2010,12
SkyWest Airlines,Domestic,US,Enplaned,10173,2010,12
SkyWest Airlines,Domestic,US,Deplaned,114654,2010,12
SkyWest Airlines,Domestic,US,Enplaned,118323,2010,12
SkyWest Airlines,International,Canada,Deplaned,2263,2010,12
SkyWest Airlines,International,Canada,Deplaned,10234,2010,12
SkyWest Airlines,International,Canada,Enplaned,11191,2010,12
Southwest Airlines,Domestic,US,Deplaned,126996,2010,12
Southwest Airlines,Domestic,US,Enplaned,131273,2010,12
Southwest Airlines,Domestic,US,Thru / Transit,347,2010,12
Sun Country Airlines,Domestic,US,Deplaned,4597,2010,12
Sun Country Airlines,Domestic,US,Enplaned,4723,2010,12
Swiss International,International,Europe,Deplaned,5196,2010,12
Swiss International,International,Europe,Enplaned,5007,2010,12
"TACA International Airlines, S.A.",International,Central America,Deplaned,4923,2010,12
"TACA International Airlines, S.A.",International,Central America,Enplaned,6858,2010,12
US Airways,Domestic,US,Deplaned,61471,2010,12
US Airways,Domestic,US,Enplaned,62735,2010,12
United Airlines,Domestic,US,Deplaned,63988,2010,12
United Airlines,Domestic,US,Enplaned,63299,2010,12
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,12869,2010,12
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,11885,2010,12
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,19229,2010,12
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,19184,2010,12
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,289,2010,12
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,365334,2010,12
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,364504,2010,12
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,5489,2010,12
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,62566,2010,12
United Airlines - Pre 07/01/2013,International,Asia,Enplaned,63098,2010,12
United Airlines - Pre 07/01/2013,International,Asia,Thru / Transit,2912,2010,12
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Deplaned,10244,2010,12
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Enplaned,9219,2010,12
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Thru / Transit,503,2010,12
United Airlines - Pre 07/01/2013,International,Canada,Deplaned,12435,2010,12
United Airlines - Pre 07/01/2013,International,Canada,Enplaned,12008,2010,12
United Airlines - Pre 07/01/2013,International,Canada,Thru / Transit,185,2010,12
United Airlines - Pre 07/01/2013,International,Europe,Deplaned,15593,2010,12
United Airlines - Pre 07/01/2013,International,Europe,Enplaned,16169,2010,12
United Airlines - Pre 07/01/2013,International,Europe,Thru / Transit,247,2010,12
United Airlines - Pre 07/01/2013,International,Mexico,Deplaned,10520,2010,12
United Airlines - Pre 07/01/2013,International,Mexico,Enplaned,13221,2010,12
Virgin America,Domestic,US,Deplaned,105231,2010,12
Virgin America,Domestic,US,Enplaned,109067,2010,12
Virgin America,International,Canada,Deplaned,2554,2010,12
Virgin America,International,Canada,Enplaned,2573,2010,12
Virgin America,International,Mexico,Deplaned,727,2010,12
Virgin America,International,Mexico,Enplaned,1234,2010,12
Virgin Atlantic,International,Europe,Deplaned,6493,2010,12
Virgin Atlantic,International,Europe,Enplaned,6687,2010,12
Aeromexico,International,Mexico,Deplaned,2893,2011,1
Aeromexico,International,Mexico,Enplaned,3157,2011,1
Air Canada,International,Canada,Deplaned,18556,2011,1
Air Canada,International,Canada,Enplaned,18556,2011,1
Air China,International,Asia,Deplaned,7271,2011,1
Air China,International,Asia,Enplaned,7081,2011,1
Air France,International,Europe,Deplaned,7644,2011,1
Air France,International,Europe,Enplaned,7084,2011,1
Air New Zealand,International,Australia / Oceania,Deplaned,7606,2011,1
Air New Zealand,International,Australia / Oceania,Enplaned,9065,2011,1
AirTran Airways,Domestic,US,Deplaned,8166,2011,1
AirTran Airways,Domestic,US,Enplaned,8543,2011,1
Alaska Airlines,Domestic,US,Deplaned,28870,2011,1
Alaska Airlines,Domestic,US,Enplaned,27901,2011,1
Alaska Airlines,International,Mexico,Deplaned,7682,2011,1
Alaska Airlines,International,Mexico,Enplaned,6667,2011,1
All Nippon Airways,International,Asia,Deplaned,7188,2011,1
All Nippon Airways,International,Asia,Enplaned,6345,2011,1
American Airlines,Domestic,US,Deplaned,115419,2011,1
American Airlines,Domestic,US,Enplaned,109202,2011,1
Asiana Airlines,International,Asia,Deplaned,4725,2011,1
Asiana Airlines,International,Asia,Enplaned,4123,2011,1
British Airways,International,Europe,Deplaned,16111,2011,1
British Airways,International,Europe,Enplaned,14645,2011,1
Cathay Pacific,International,Asia,Deplaned,21378,2011,1
Cathay Pacific,International,Asia,Enplaned,20381,2011,1
China Airlines,International,Asia,Deplaned,9940,2011,1
China Airlines,International,Asia,Enplaned,10378,2011,1
Delta Air Lines,Domestic,US,Deplaned,96625,2011,1
Delta Air Lines,Domestic,US,Enplaned,92264,2011,1
Delta Air Lines,International,Asia,Deplaned,6236,2011,1
Delta Air Lines,International,Asia,Enplaned,5171,2011,1
EVA Airways,International,Asia,Deplaned,12760,2011,1
EVA Airways,International,Asia,Enplaned,11971,2011,1
Emirates,International,Middle East,Deplaned,10099,2011,1
Emirates,International,Middle East,Enplaned,8661,2011,1
Frontier Airlines,Domestic,US,Deplaned,14537,2011,1
Frontier Airlines,Domestic,US,Enplaned,13511,2011,1
Hawaiian Airlines,Domestic,US,Deplaned,6851,2011,1
Hawaiian Airlines,Domestic,US,Enplaned,6657,2011,1
Horizon Air,Domestic,US,Deplaned,6886,2011,1
Horizon Air,Domestic,US,Enplaned,6636,2011,1
Japan Airlines,International,Asia,Deplaned,5806,2011,1
Japan Airlines,International,Asia,Enplaned,5194,2011,1
JetBlue Airways,Domestic,US,Deplaned,29836,2011,1
JetBlue Airways,Domestic,US,Enplaned,28047,2011,1
KLM Royal Dutch Airlines,International,Europe,Deplaned,7215,2011,1
KLM Royal Dutch Airlines,International,Europe,Enplaned,6147,2011,1
Korean Air Lines,International,Asia,Deplaned,4729,2011,1
Korean Air Lines,International,Asia,Enplaned,4479,2011,1
LAN Peru,International,South America,Deplaned,3685,2011,1
LAN Peru,International,South America,Enplaned,2882,2011,1
Lufthansa German Airlines,International,Europe,Deplaned,17997,2011,1
Lufthansa German Airlines,International,Europe,Enplaned,17137,2011,1
Mesa Airlines,Domestic,US,Deplaned,4456,2011,1
Mesa Airlines,Domestic,US,Enplaned,4493,2011,1
Philippine Airlines,International,Asia,Deplaned,12221,2011,1
Philippine Airlines,International,Asia,Enplaned,12131,2011,1
Qantas Airways,International,Australia / Oceania,Deplaned,4805,2011,1
Qantas Airways,International,Australia / Oceania,Enplaned,5547,2011,1
Servisair,Domestic,US,Deplaned,40,2011,1
Servisair,Domestic,US,Enplaned,40,2011,1
Singapore Airlines,International,Asia,Deplaned,15392,2011,1
Singapore Airlines,International,Asia,Enplaned,14592,2011,1
SkyWest Airlines,Domestic,US,Deplaned,14550,2011,1
SkyWest Airlines,Domestic,US,Enplaned,13749,2011,1
SkyWest Airlines,Domestic,US,Deplaned,112128,2011,1
SkyWest Airlines,Domestic,US,Enplaned,110031,2011,1
SkyWest Airlines,International,Canada,Deplaned,2000,2011,1
SkyWest Airlines,International,Canada,Deplaned,10780,2011,1
SkyWest Airlines,International,Canada,Enplaned,12505,2011,1
Southwest Airlines,Domestic,US,Deplaned,117319,2011,1
Southwest Airlines,Domestic,US,Enplaned,110540,2011,1
Southwest Airlines,Domestic,US,Thru / Transit,110,2011,1
Sun Country Airlines,Domestic,US,Deplaned,480,2011,1
Sun Country Airlines,Domestic,US,Enplaned,443,2011,1
Swiss International,International,Europe,Deplaned,5268,2011,1
Swiss International,International,Europe,Enplaned,4619,2011,1
"TACA International Airlines, S.A.",International,Central America,Deplaned,5690,2011,1
"TACA International Airlines, S.A.",International,Central America,Enplaned,5436,2011,1
US Airways,Domestic,US,Deplaned,55630,2011,1
US Airways,Domestic,US,Enplaned,53278,2011,1
United Airlines,Domestic,US,Deplaned,57803,2011,1
United Airlines,Domestic,US,Enplaned,55189,2011,1
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,10974,2011,1
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,8048,2011,1
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,17025,2011,1
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,16758,2011,1
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,267,2011,1
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,323470,2011,1
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,318407,2011,1
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,5080,2011,1
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,64494,2011,1
United Airlines - Pre 07/01/2013,International,Asia,Enplaned,59731,2011,1
United Airlines - Pre 07/01/2013,International,Asia,Thru / Transit,3392,2011,1
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Deplaned,8421,2011,1
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Enplaned,10523,2011,1
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Thru / Transit,776,2011,1
United Airlines - Pre 07/01/2013,International,Canada,Deplaned,9129,2011,1
United Airlines - Pre 07/01/2013,International,Canada,Enplaned,8700,2011,1
United Airlines - Pre 07/01/2013,International,Canada,Thru / Transit,14,2011,1
United Airlines - Pre 07/01/2013,International,Europe,Deplaned,15888,2011,1
United Airlines - Pre 07/01/2013,International,Europe,Enplaned,14972,2011,1
United Airlines - Pre 07/01/2013,International,Europe,Thru / Transit,523,2011,1
United Airlines - Pre 07/01/2013,International,Mexico,Deplaned,9186,2011,1
United Airlines - Pre 07/01/2013,International,Mexico,Enplaned,8698,2011,1
Virgin America,Domestic,US,Deplaned,89933,2011,1
Virgin America,Domestic,US,Enplaned,88639,2011,1
Virgin America,International,Canada,Deplaned,1449,2011,1
Virgin America,International,Canada,Enplaned,1475,2011,1
Virgin America,International,Mexico,Deplaned,1921,2011,1
Virgin America,International,Mexico,Enplaned,2067,2011,1
Virgin Atlantic,International,Europe,Deplaned,7349,2011,1
Virgin Atlantic,International,Europe,Enplaned,6640,2011,1
Aeromexico,International,Mexico,Deplaned,2517,2011,2
Aeromexico,International,Mexico,Enplaned,2452,2011,2
Air Canada,International,Canada,Deplaned,17810,2011,2
Air Canada,International,Canada,Enplaned,16746,2011,2
Air China,International,Asia,Deplaned,6053,2011,2
Air China,International,Asia,Enplaned,5914,2011,2
Air France,International,Europe,Deplaned,6161,2011,2
Air France,International,Europe,Enplaned,5831,2011,2
Air New Zealand,International,Australia / Oceania,Deplaned,6192,2011,2
Air New Zealand,International,Australia / Oceania,Enplaned,7846,2011,2
AirTran Airways,Domestic,US,Deplaned,6707,2011,2
AirTran Airways,Domestic,US,Enplaned,6496,2011,2
Alaska Airlines,Domestic,US,Deplaned,28374,2011,2
Alaska Airlines,Domestic,US,Enplaned,28047,2011,2
Alaska Airlines,International,Mexico,Deplaned,6070,2011,2
Alaska Airlines,International,Mexico,Enplaned,6175,2011,2
All Nippon Airways,International,Asia,Deplaned,5893,2011,2
All Nippon Airways,International,Asia,Enplaned,5400,2011,2
American Airlines,Domestic,US,Deplaned,102869,2011,2
American Airlines,Domestic,US,Enplaned,102318,2011,2
Asiana Airlines,International,Asia,Deplaned,3784,2011,2
Asiana Airlines,International,Asia,Enplaned,4077,2011,2
British Airways,International,Europe,Deplaned,13948,2011,2
British Airways,International,Europe,Enplaned,12099,2011,2
Cathay Pacific,International,Asia,Deplaned,16520,2011,2
Cathay Pacific,International,Asia,Enplaned,16737,2011,2
China Airlines,International,Asia,Deplaned,7065,2011,2
China Airlines,International,Asia,Enplaned,7763,2011,2
Delta Air Lines,Domestic,US,Deplaned,86783,2011,2
Delta Air Lines,Domestic,US,Enplaned,83118,2011,2
Delta Air Lines,International,Asia,Deplaned,4300,2011,2
Delta Air Lines,International,Asia,Enplaned,4158,2011,2
EVA Airways,International,Asia,Deplaned,8911,2011,2
EVA Airways,International,Asia,Enplaned,9213,2011,2
Emirates,International,Middle East,Deplaned,7928,2011,2
Emirates,International,Middle East,Enplaned,7425,2011,2
Frontier Airlines,Domestic,US,Deplaned,12454,2011,2
Frontier Airlines,Domestic,US,Enplaned,11727,2011,2
Hawaiian Airlines,Domestic,US,Deplaned,6179,2011,2
Hawaiian Airlines,Domestic,US,Enplaned,6236,2011,2
Horizon Air,Domestic,US,Deplaned,6243,2011,2
Horizon Air,Domestic,US,Enplaned,6231,2011,2
Japan Airlines,International,Asia,Deplaned,4653,2011,2
Japan Airlines,International,Asia,Enplaned,4462,2011,2
JetBlue Airways,Domestic,US,Deplaned,27085,2011,2
JetBlue Airways,Domestic,US,Enplaned,26166,2011,2
KLM Royal Dutch Airlines,International,Europe,Deplaned,6293,2011,2
KLM Royal Dutch Airlines,International,Europe,Enplaned,4996,2011,2
Korean Air Lines,International,Asia,Deplaned,3677,2011,2
Korean Air Lines,International,Asia,Enplaned,3946,2011,2
LAN Peru,International,South America,Deplaned,2940,2011,2
LAN Peru,International,South America,Enplaned,2954,2011,2
Lufthansa German Airlines,International,Europe,Deplaned,14901,2011,2
Lufthansa German Airlines,International,Europe,Enplaned,13917,2011,2
Mesa Airlines,Domestic,US,Deplaned,3958,2011,2
Mesa Airlines,Domestic,US,Enplaned,4020,2011,2
Philippine Airlines,International,Asia,Deplaned,10866,2011,2
Philippine Airlines,International,Asia,Enplaned,9034,2011,2
Qantas Airways,International,Australia / Oceania,Deplaned,3467,2011,2
Qantas Airways,International,Australia / Oceania,Enplaned,3878,2011,2
Singapore Airlines,International,Asia,Deplaned,10712,2011,2
Singapore Airlines,International,Asia,Enplaned,11868,2011,2
SkyWest Airlines,Domestic,US,Deplaned,13486,2011,2
SkyWest Airlines,Domestic,US,Enplaned,13360,2011,2
SkyWest Airlines,Domestic,US,Deplaned,108710,2011,2
SkyWest Airlines,Domestic,US,Enplaned,108041,2011,2
SkyWest Airlines,International,Canada,Deplaned,1934,2011,2
SkyWest Airlines,International,Canada,Deplaned,10723,2011,2
SkyWest Airlines,International,Canada,Enplaned,11630,2011,2
Southwest Airlines,Domestic,US,Deplaned,106325,2011,2
Southwest Airlines,Domestic,US,Enplaned,104353,2011,2
Southwest Airlines,Domestic,US,Thru / Transit,119,2011,2
Swiss International,International,Europe,Deplaned,4393,2011,2
Swiss International,International,Europe,Enplaned,3908,2011,2
"TACA International Airlines, S.A.",International,Central America,Deplaned,4171,2011,2
"TACA International Airlines, S.A.",International,Central America,Enplaned,4382,2011,2
US Airways,Domestic,US,Deplaned,46737,2011,2
US Airways,Domestic,US,Enplaned,48016,2011,2
United Airlines,Domestic,US,Deplaned,48183,2011,2
United Airlines,Domestic,US,Enplaned,47366,2011,2
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,10020,2011,2
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,8387,2011,2
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,15864,2011,2
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,15669,2011,2
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,249,2011,2
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,301417,2011,2
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,297712,2011,2
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,4741,2011,2
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,48070,2011,2
United Airlines - Pre 07/01/2013,International,Asia,Enplaned,54298,2011,2
United Airlines - Pre 07/01/2013,International,Asia,Thru / Transit,2526,2011,2
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Deplaned,6619,2011,2
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Enplaned,9325,2011,2
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Thru / Transit,402,2011,2
United Airlines - Pre 07/01/2013,International,Canada,Deplaned,9931,2011,2
United Airlines - Pre 07/01/2013,International,Canada,Enplaned,9125,2011,2
United Airlines - Pre 07/01/2013,International,Canada,Thru / Transit,141,2011,2
United Airlines - Pre 07/01/2013,International,Europe,Deplaned,13831,2011,2
United Airlines - Pre 07/01/2013,International,Europe,Enplaned,12521,2011,2
United Airlines - Pre 07/01/2013,International,Europe,Thru / Transit,348,2011,2
United Airlines - Pre 07/01/2013,International,Mexico,Deplaned,7029,2011,2
United Airlines - Pre 07/01/2013,International,Mexico,Enplaned,7629,2011,2
Virgin America,Domestic,US,Deplaned,86305,2011,2
Virgin America,Domestic,US,Enplaned,87225,2011,2
Virgin America,International,Canada,Deplaned,1743,2011,2
Virgin America,International,Canada,Enplaned,1639,2011,2
Virgin America,International,Mexico,Deplaned,3871,2011,2
Virgin America,International,Mexico,Enplaned,3680,2011,2
Virgin Atlantic,International,Europe,Deplaned,6255,2011,2
Virgin Atlantic,International,Europe,Enplaned,5695,2011,2
Aeromexico,International,Mexico,Deplaned,2834,2011,3
Aeromexico,International,Mexico,Enplaned,2656,2011,3
Air Canada,International,Canada,Deplaned,19577,2011,3
Air Canada,International,Canada,Enplaned,21041,2011,3
Air China,International,Asia,Deplaned,7187,2011,3
Air China,International,Asia,Enplaned,7188,2011,3
Air France,International,Europe,Deplaned,7839,2011,3
Air France,International,Europe,Enplaned,8461,2011,3
Air New Zealand,International,Australia / Oceania,Deplaned,7992,2011,3
Air New Zealand,International,Australia / Oceania,Enplaned,5886,2011,3
AirTran Airways,Domestic,US,Deplaned,13565,2011,3
AirTran Airways,Domestic,US,Enplaned,13629,2011,3
Alaska Airlines,Domestic,US,Deplaned,33609,2011,3
Alaska Airlines,Domestic,US,Enplaned,32120,2011,3
Alaska Airlines,International,Mexico,Deplaned,6626,2011,3
Alaska Airlines,International,Mexico,Enplaned,6545,2011,3
All Nippon Airways,International,Asia,Deplaned,5188,2011,3
All Nippon Airways,International,Asia,Enplaned,4821,2011,3
American Airlines,Domestic,US,Deplaned,126797,2011,3
American Airlines,Domestic,US,Enplaned,128881,2011,3
Asiana Airlines,International,Asia,Deplaned,4221,2011,3
Asiana Airlines,International,Asia,Enplaned,4511,2011,3
British Airways,International,Europe,Deplaned,16100,2011,3
British Airways,International,Europe,Enplaned,16133,2011,3
Cathay Pacific,International,Asia,Deplaned,21489,2011,3
Cathay Pacific,International,Asia,Enplaned,20227,2011,3
China Airlines,International,Asia,Deplaned,9506,2011,3
China Airlines,International,Asia,Enplaned,8796,2011,3
Delta Air Lines,Domestic,US,Deplaned,110721,2011,3
Delta Air Lines,Domestic,US,Enplaned,108745,2011,3
Delta Air Lines,International,Asia,Deplaned,4538,2011,3
Delta Air Lines,International,Asia,Enplaned,3787,2011,3
EVA Airways,International,Asia,Deplaned,11356,2011,3
EVA Airways,International,Asia,Enplaned,9945,2011,3
Emirates,International,Middle East,Deplaned,9623,2011,3
Emirates,International,Middle East,Enplaned,7935,2011,3
Frontier Airlines,Domestic,US,Deplaned,16134,2011,3
Frontier Airlines,Domestic,US,Enplaned,15099,2011,3
Hawaiian Airlines,Domestic,US,Deplaned,7663,2011,3
Hawaiian Airlines,Domestic,US,Enplaned,7349,2011,3
Horizon Air,Domestic,US,Deplaned,5953,2011,3
Horizon Air,Domestic,US,Enplaned,6529,2011,3
Japan Airlines,International,Asia,Deplaned,4480,2011,3
Japan Airlines,International,Asia,Enplaned,4756,2011,3
JetBlue Airways,Domestic,US,Deplaned,31868,2011,3
JetBlue Airways,Domestic,US,Enplaned,31702,2011,3
KLM Royal Dutch Airlines,International,Europe,Deplaned,8306,2011,3
KLM Royal Dutch Airlines,International,Europe,Enplaned,7869,2011,3
Korean Air Lines,International,Asia,Deplaned,4218,2011,3
Korean Air Lines,International,Asia,Enplaned,4376,2011,3
LAN Peru,International,South America,Deplaned,3218,2011,3
LAN Peru,International,South America,Enplaned,3485,2011,3
Lufthansa German Airlines,International,Europe,Deplaned,16993,2011,3
Lufthansa German Airlines,International,Europe,Enplaned,17345,2011,3
Mesa Airlines,Domestic,US,Deplaned,4650,2011,3
Mesa Airlines,Domestic,US,Enplaned,4774,2011,3
Miami Air International,Domestic,US,Deplaned,81,2011,3
Philippine Airlines,International,Asia,Deplaned,10933,2011,3
Philippine Airlines,International,Asia,Enplaned,8909,2011,3
Qantas Airways,International,Australia / Oceania,Deplaned,4224,2011,3
Qantas Airways,International,Australia / Oceania,Enplaned,3326,2011,3
Servisair,Domestic,US,Deplaned,64,2011,3
Servisair,Domestic,US,Enplaned,64,2011,3
Singapore Airlines,International,Asia,Deplaned,13400,2011,3
Singapore Airlines,International,Asia,Enplaned,12844,2011,3
SkyWest Airlines,Domestic,US,Deplaned,15155,2011,3
SkyWest Airlines,Domestic,US,Enplaned,15045,2011,3
SkyWest Airlines,Domestic,US,Deplaned,122390,2011,3
SkyWest Airlines,Domestic,US,Enplaned,122741,2011,3
SkyWest Airlines,International,Canada,Deplaned,2394,2011,3
SkyWest Airlines,International,Canada,Deplaned,10086,2011,3
SkyWest Airlines,International,Canada,Enplaned,12717,2011,3
Southwest Airlines,Domestic,US,Deplaned,120042,2011,3
Southwest Airlines,Domestic,US,Enplaned,121327,2011,3
Southwest Airlines,Domestic,US,Thru / Transit,310,2011,3
Swiss International,International,Europe,Deplaned,5135,2011,3
Swiss International,International,Europe,Enplaned,5061,2011,3
"TACA International Airlines, S.A.",International,Central America,Deplaned,5283,2011,3
"TACA International Airlines, S.A.",International,Central America,Enplaned,5498,2011,3
US Airways,Domestic,US,Deplaned,56921,2011,3
US Airways,Domestic,US,Enplaned,61874,2011,3
United Airlines,Domestic,US,Deplaned,58031,2011,3
United Airlines,Domestic,US,Enplaned,56940,2011,3
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,11826,2011,3
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,13035,2011,3
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,18533,2011,3
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,18929,2011,3
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,313,2011,3
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,352122,2011,3
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,359645,2011,3
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,5954,2011,3
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,61695,2011,3
United Airlines - Pre 07/01/2013,International,Asia,Enplaned,57664,2011,3
United Airlines - Pre 07/01/2013,International,Asia,Thru / Transit,2369,2011,3
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Deplaned,8772,2011,3
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Enplaned,7000,2011,3
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Thru / Transit,306,2011,3
United Airlines - Pre 07/01/2013,International,Canada,Deplaned,12670,2011,3
United Airlines - Pre 07/01/2013,International,Canada,Enplaned,12345,2011,3
United Airlines - Pre 07/01/2013,International,Canada,Thru / Transit,417,2011,3
United Airlines - Pre 07/01/2013,International,Europe,Deplaned,16724,2011,3
United Airlines - Pre 07/01/2013,International,Europe,Enplaned,17715,2011,3
United Airlines - Pre 07/01/2013,International,Europe,Thru / Transit,215,2011,3
United Airlines - Pre 07/01/2013,International,Mexico,Deplaned,8822,2011,3
United Airlines - Pre 07/01/2013,International,Mexico,Enplaned,9245,2011,3
Virgin America,Domestic,US,Deplaned,104167,2011,3
Virgin America,Domestic,US,Enplaned,109163,2011,3
Virgin America,International,Canada,Deplaned,2759,2011,3
Virgin America,International,Canada,Enplaned,2860,2011,3
Virgin America,International,Mexico,Deplaned,5384,2011,3
Virgin America,International,Mexico,Enplaned,4796,2011,3
Virgin Atlantic,International,Europe,Deplaned,7916,2011,3
Virgin Atlantic,International,Europe,Enplaned,8207,2011,3
Aeromexico,International,Mexico,Deplaned,2832,2011,4
Aeromexico,International,Mexico,Enplaned,2910,2011,4
Air Canada,International,Canada,Deplaned,19483,2011,4
Air Canada,International,Canada,Enplaned,20869,2011,4
Air China,International,Asia,Deplaned,7014,2011,4
Air China,International,Asia,Enplaned,6932,2011,4
Air France,International,Europe,Deplaned,12705,2011,4
Air France,International,Europe,Enplaned,11281,2011,4
Air New Zealand,International,Australia / Oceania,Deplaned,7971,2011,4
Air New Zealand,International,Australia / Oceania,Enplaned,5625,2011,4
AirTran Airways,Domestic,US,Deplaned,14696,2011,4
AirTran Airways,Domestic,US,Enplaned,15708,2011,4
Alaska Airlines,Domestic,US,Deplaned,34571,2011,4
Alaska Airlines,Domestic,US,Enplaned,34403,2011,4
Alaska Airlines,International,Mexico,Deplaned,7585,2011,4
Alaska Airlines,International,Mexico,Enplaned,7617,2011,4
All Nippon Airways,International,Asia,Deplaned,4831,2011,4
All Nippon Airways,International,Asia,Enplaned,4774,2011,4
American Airlines,Domestic,US,Deplaned,76309,2011,4
American Airlines,Domestic,US,Enplaned,75345,2011,4
American Airlines,Domestic,US,Deplaned,56847,2011,4
American Airlines,Domestic,US,Enplaned,57134,2011,4
Asiana Airlines,International,Asia,Deplaned,5734,2011,4
Asiana Airlines,International,Asia,Enplaned,5550,2011,4
British Airways,International,Europe,Deplaned,18189,2011,4
British Airways,International,Europe,Enplaned,17709,2011,4
Cathay Pacific,International,Asia,Deplaned,21636,2011,4
Cathay Pacific,International,Asia,Enplaned,18830,2011,4
China Airlines,International,Asia,Deplaned,9713,2011,4
China Airlines,International,Asia,Enplaned,8991,2011,4
Delta Air Lines,Domestic,US,Deplaned,108537,2011,4
Delta Air Lines,Domestic,US,Enplaned,108043,2011,4
Delta Air Lines,International,Asia,Deplaned,3671,2011,4
Delta Air Lines,International,Asia,Enplaned,3438,2011,4
EVA Airways,International,Asia,Deplaned,10194,2011,4
EVA Airways,International,Asia,Enplaned,9500,2011,4
Emirates,International,Middle East,Deplaned,9583,2011,4
Emirates,International,Middle East,Enplaned,7428,2011,4
Frontier Airlines,Domestic,US,Deplaned,17004,2011,4
Frontier Airlines,Domestic,US,Enplaned,17011,2011,4
Hawaiian Airlines,Domestic,US,Deplaned,7634,2011,4
