Operating Airline,GEO Summary,GEO Region,Activity Type Code,Passenger Count,Year,Month
Alaska Airlines,Domestic,US,Deplaned,49910,2017,2
Alaska Airlines,Domestic,US,Enplaned,50417,2017,2
Alaska Airlines,International,Mexico,Deplaned,6460,2017,2
Alaska Airlines,International,Mexico,Enplaned,6203,2017,2
All Nippon Airways,International,Asia,Deplaned,6264,2017,2
All Nippon Airways,International,Asia,Enplaned,5514,2017,2
American Airlines,Domestic,US,Deplaned,75278,2017,2
American Airlines,Domestic,US,Enplaned,72500,2017,2
American Airlines,Domestic,US,Deplaned,47694,2017,2
American Airlines,Domestic,US,Enplaned,50033,2017,2
Asiana Airlines,International,Asia,Deplaned,7619,2017,2
Asiana Airlines,International,Asia,Enplaned,7417,2017,2
British Airways,International,Europe,Deplaned,14792,2017,2
British Airways,International,Europe,Enplaned,13864,2017,2
"COPA Airlines, Inc.",International,Central America,Deplaned,6723,2017,2
"COPA Airlines, Inc.",International,Central America,Enplaned,6006,2017,2
Cathay Pacific,International,Asia,Deplaned,16866,2017,2
Cathay Pacific,International,Asia,Enplaned,18096,2017,2
China Airlines,International,Asia,Deplaned,8572,2017,2
China Airlines,International,Asia,Enplaned,8501,2017,2
China Eastern,International,Asia,Deplaned,7685,2017,2
China Eastern,International,Asia,Enplaned,7335,2017,2
China Southern,International,Asia,Deplaned,5507,2017,2
China Southern,International,Asia,Enplaned,5268,2017,2
Compass Airlines,Domestic,US,Deplaned,3938,2017,2
Compass Airlines,Domestic,US,Enplaned,3915,2017,2
Compass Airlines,Domestic,US,Deplaned,18698,2017,2
Compass Airlines,Domestic,US,Enplaned,19330,2017,2
Delta Air Lines,Domestic,US,Deplaned,94320,2017,2
Delta Air Lines,Domestic,US,Enplaned,91569,2017,2
EVA Airways,International,Asia,Deplaned,15484,2017,2
EVA Airways,International,Asia,Enplaned,15037,2017,2
Emirates,International,Middle East,Deplaned,11521,2017,2
Emirates,International,Middle East,Enplaned,9391,2017,2
Etihad Airways,International,Middle East,Deplaned,2720,2017,2
Etihad Airways,International,Middle East,Enplaned,2318,2017,2
Frontier Airlines,Domestic,US,Deplaned,16633,2017,2
Frontier Airlines,Domestic,US,Enplaned,17236,2017,2
Hawaiian Airlines,Domestic,US,Deplaned,12390,2017,2
Hawaiian Airlines,Domestic,US,Enplaned,13038,2017,2
Japan Airlines,International,Asia,Deplaned,5518,2017,2
Japan Airlines,International,Asia,Enplaned,5002,2017,2
Jazz Aviation,International,Canada,Deplaned,1767,2017,2
Jazz Aviation,International,Canada,Enplaned,1713,2017,2
JetBlue Airways,Domestic,US,Deplaned,58866,2017,2
JetBlue Airways,Domestic,US,Enplaned,60606,2017,2
